title	score	link	summary	published	tickers
"Мосбиржа переведет акции ""Селигдара"" на первый уровень листинга"	0.5555555555555556	https://www.finam.ru/analysis/newsitem/mosbirzha-perevedet-akcii-seligdara-na-pervyiy-uroven-listinga-20220727-201723/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns	"Московская биржа с 29 июля 2022 года переведет акции ""Селигдара"" из раздела ""Второй уровень"" в раздел ""Первый уровень"" Списка ценных бумаг, допущенных к торгам, сообщила торговая площадка. Решение принято в связи с получением соответствующего заявления.
Торги бумагами компании на Мосбирже начались в 2011 году.
В Первый уровень листинга включаются акции компаний, которые соответствуют Правилам листинга Московской биржи, в том числе требованиям к раскрытию информации, корпоративному управлению, размеру рыночной капитализации и количеству акций, находящихся в свободном обращении."	Wed, 27 Jul 2022 20:17:23 +0300	['SELG']
Михельсон заявил об отсутствии проблем с запчастями для самолетов НОВАТЭК	0.47368421052631576	https://www.rbc.ru/business/26/02/2022/6218bf3d9a7947a5bed5b1ab	У иностранных самолетов НОВАТЭКа пока нет проблем с запчастями, заявил его предправления Леонид Михельсон. Ранее в правительстве не исключили разборку части воздушных судов на запчасти из-за западных санкций	Tue, 21 Jun 2022 09:40:57 +0300	['NVTK']
Михельсон заявил о сотрудничестве с «Газпромом» по «моржам и медведям»	0.4838709677419355	https://www.rbc.ru/business/22/05/2022/628a15569a7947702824b736	Миллер и Михельсон договорились о сотрудничестве в Арктике во вопросам экологии, но не совместной добычи газа. Газопроизводство «все что-то никак», уточнил глава НОВАТЭКа	Fri, 17 Jun 2022 23:46:04 +0300	['GAZP']
Минцифры и VK анонсировали запуск магазина приложений RuStore	0.8	https://www.rbc.ru/politics/18/04/2022/625d226f9a79479a6134ebd8	RuStore будет единственно законодательно урегулированным приложением, но другие маркетплейсы власти запрещать не планируют. Все инвестиции на разработку российского магазина приложения осуществляет VK	Wed, 18 May 2022 13:53:24 +0300	['VKCO']
Минфин сообщил о планах докапитализации ГПБ, РЖД и «Аэрофлота» из ФНБ	0.3333333333333333	https://www.rbc.ru/finances/27/04/2022/626945109a79470abe1fd5f2	Капитал Газпромбанка будет пополнен на 50 млрд руб. за счет Фонда национального благосостояния, сообщил Антон Силуанов. Средства фонда также направят на докапитализацию РЖД, «Дом.РФ» и «Аэрофлота»	Wed, 27 Apr 2022 17:36:41 +0300	['AFLT']
Минфин предложил повысить НДПИ для «Газпрома» на 416 млрд руб.	0.2549019607843137	https://www.rbc.ru/business/22/06/2022/62b2353d9a7947e5e5421b11	Минфин предлагает внести поправки в статью 343 Налогового кодекса о порядке исчисления и уплаты налога, согласно которой сумма НДПИ для «Газпрома» вырастет на 416 млрд руб.	Wed, 22 Jun 2022 01:07:02 +0300	['GAZP']
Минфин поддержал идею «Газпрома» продавать СПГ за рубли	0.6000000000000001	https://www.rbc.ru/business/05/07/2022/62c3ba0f9a794736907e5220	В «Газпроме» указали на риск «валютной конкуренции» между поставками СПГ и трубопроводного газа: для продажи последнего «недружественным странам» уже несколько месяцев действует механизм оплаты в рублях	Tue, 12 Jul 2022 09:55:34 +0300	['GAZP']
Минфин допустил возобновление покупки алмазов у АЛРОСА	0.6363636363636365	https://www.rbc.ru/business/03/03/2022/6220bc749a7947a4762b697d	Гохран может вернуться к закупке алмазов у АЛРОСА, попавшей под западные санкции. Последнюю крупную закупку он проводил в 2012 году	Wed, 27 Apr 2022 19:16:34 +0300	['ALRS']
Минтранс назвал Ту-214 претендентом на базовый самолет «Аэрофлота»	0.8333333333333333	https://www.rbc.ru/politics/22/03/2022/6239a1779a7947c9450aa788	Ту-214 – магистральный узкофюзеляжный самолет, разработанный в конце 1980-х. Объединенная авиастроительная корпорация ранее анонсировала производство 70 таких лайнеров до 2030 года	Mon, 20 Jun 2022 21:36:59 +0300	['AFLT']
Минпромторг разрешил параллельный импорт Apple, Bentley и PlayStation	0.9393939393939394	https://www.rbc.ru/rbcfreenews/6271faa89a7947e496b643a2	В него вошли, в частности, электроника, в том числе игровые приставки, мебель, оружие и боеприпасы, техника Apple и Samsung, часы, автомобили, суда, отопительное оборудование, оружие и ядерные реакторы	Fri, 06 May 2022 11:50:45 +0300	['AAPL']
Минобороны обвинило Pfizer и Moderna в военных исследованиях на Украине	-0.6000000000000001	https://www.rbc.ru/rbcfreenews/6248bb769a7947552c42398e	В российском Минобороны считают, что американские производители вакцин от коронавируса причастны к «военно-биологической деятельности США на Украине». Ранее в Минобороны заявляли о существовании на Украине сети биолабораторий	Wed, 11 May 2022 19:40:33 +0300	['PFE']
Медведев счел, что Twitter не станет «снова демократичным» при Маске	0.09090909090909088	https://www.rbc.ru/technology_and_media/25/04/2022/6266ef079a7947b21dee6d94	Соцсеть покупает американский бизнесмен Илон Маск. Он обещал сделать Twitter платформой с соблюдением свободы слова и внедрить механизмы защиты от спам-ботов с целью поддержки демократии	Tue, 26 Apr 2022 11:24:15 +0300	['TWTR']
Маск, Рубини и Goldman Sachs предупредили о риске рецессии в США	-0.027027027027026973	https://www.rbc.ru/politics/12/06/2022/62a556be9a794700f2330523	Миллиардер ожидает рецессию «в ближайшем будущем». По мнению экономиста Рубини, предсказавшего глобальный кризис 2008 года, она наступит к концу года. Вероятным спад экономики в ближайшие два года считают и в Goldman Sachs	Tue, 21 Jun 2022 15:36:15 +0300	['GS']
Маск сообщил в Twitter о приостановке сделки по покупке Twitter	-0.4838709677419355	https://www.rbc.ru/technology_and_media/13/05/2022/627e2d5d9a79477a91cd6eac	Сделка по покупке соцсети Twitter бизнесменом Илоном Маском приостановлена.	Fri, 13 May 2022 13:08:17 +0300	['TWTR']
Маск проверит 100 случайных аккаунтов в Twitter на подлинность	-0.23076923076923078	https://www.rbc.ru/business/07/05/2022/6275e52f9a7947bb85710bc1	Команда американского бизнесмена, основателя Tesla и SpaceX Илона Маска проведет проверку 100 случайных аккаунтов в Twitter на подлинность.	Sat, 14 May 2022 09:02:03 +0300	['TWTR']
Маск предложил разблокировать Трампа в Twitter	0.4705882352941177	https://www.rbc.ru/rbcfreenews/6275cd419a7947b45f824587	Twitter заблокировал Трампа и его соратников в январе 2021 года на фоне призывов к мирным протестам и штурма Капитолия. Экс-президент говорил, что лишился свободы слова. Маск назвал это решение ошибкой	Tue, 10 May 2022 22:18:09 +0300	['TWTR']
Маск предложил дать галочку верификации купившим подписку Twitter Blue	0.6428571428571428	https://www.rbc.ru/rbcfreenews/622ad5f89a7947b2891f828b	Бизнесмен Илон Маск, который недавно приобрел 9,2% акций Twitter и вошел в совет директоров компании, предложил сделать подтвержденными учетные записи обладателей платной подписки Twitter Blut.	Sun, 10 Apr 2022 07:39:56 +0300	['TWTR']
Маск предложил выкупить все акции Twitter и сделать компанию частной	0.7	https://www.rbc.ru/business/14/04/2022/6257f64b9a7947a2677bd5af	Американский бизнесмен Илон Маск предложил выкупить все акции Twitter, следует из документа, опубликованного на сайте комиссии по ценным бумагам и биржам США.	Thu, 14 Apr 2022 13:29:52 +0300	['TWTR']
Маск предложил выкупить Twitter за $41 млрд и сделать компанию частной	0.40540540540540543	https://www.rbc.ru/business/14/04/2022/6257f64b9a7947a2677bd5af	Американский бизнесмен Илон Маск предложил выкупить все акции Twitter, следует из документа, опубликованного на сайте комиссии по ценным бумагам и биржам США.	Thu, 14 Apr 2022 13:29:52 +0300	['TWTR']
Маск подал встречный иск к Twitter	-0.40740740740740744	https://www.vedomosti.ru/business/news/2022/07/30/933766-mask-twitter		Sat, 30 Jul 2022 11:48:33 +0300	['TWTR']
Маск отказался покупать Twitter	-0.47826086956521735	https://www.rbc.ru/technology_and_media/09/07/2022/62c8aacd9a79476da510c33c	Глава Tesla и SpaceX Илон Маск отказался от сделки о покупке Twitter из-за того, что социальная сеть не предоставила информацию о поддельных аккаунтах и спам-ботах, сообщает агентство Reuters со ссылкой на заявление адвокатов миллиардера.	Sat, 09 Jul 2022 01:08:19 +0300	['TWTR']
Маск ответил на «отравленную пилюлю» Twitter словами Love Me Tender	-0.0714285714285714	https://www.rbc.ru/business/14/04/2022/6257f64b9a7947a2677bd5af	Бизнесмен твитнул название песни Love Me Tender после принятия советом директоров Twitter мер по защите прав акционеров из-за предложения Маска купить компанию. Тендерное предложение предполагает приобретение напрямую у акционеров	Mon, 18 Apr 2022 15:49:07 +0300	['TWTR']
Маск обвинил Twitter в сокрытии от него данных о фейковых аккаунтах	-0.5263157894736843	https://www.rbc.ru/rbcfreenews/62814fe49a7947bde096fe77	Миллиардер считает, что IT-гигант препятствует его ознакомлению с информацией о существовавших в соцсети фальшивых учетных записях. Ранее он приостановил сделку по покупке Twitter до получения всех данных о фейковых страницах	Mon, 06 Jun 2022 18:40:08 +0300	['TWTR']
Маск не исключил введения в Twitter платы для коммерческих пользователей	0.21052631578947367	https://www.rbc.ru/politics/26/04/2022/626782549a7947dde96d8865	При этом соцсеть навсегда останется платной для обычных пользователей, заявил бизнесмен	Wed, 04 May 2022 03:25:16 +0300	['TWTR']
Маск купил Twitter за $44 млрд	0.6111111111111112	https://www.rbc.ru/technology_and_media/25/04/2022/6266ef079a7947b21dee6d94	Американский предприниматель, основатель компании Tesla договорился о приобретении социальной сети Twitter за $44 млрд, передает Reuters.	Mon, 25 Apr 2022 21:57:40 +0300	['TWTR']
Маск исключил покупку Twitter до получения отчета о числе страниц-фейков	0.40740740740740744	https://www.rbc.ru/rbcfreenews/627f3c6e9a794747f8aae7c5	Вчера генеральный директор Twitter Джек Дорси отказался подтвердить, что число фейковых аккаунтов в соцсети не превышает 5%. Пока он не сделает этого, сделка не будет закрыта, сказал Маск. По его данным, их число достигает 20%	Tue, 17 May 2022 15:19:12 +0300	['TWTR']
Маск заявил сотрудникам Twitter о необходимости «оздоровления» компании	0.8666666666666667	https://www.rbc.ru/business/08/06/2022/62a0fa249a794732f6dd58ac	Илон Маск предупредил сотрудников Twitter, что компании необходимо «оздоровиться» и пройти «рационализацию численности персонала», выступая на запланированном собрании сотрудников по видеосвязи, сообщает Financial Times со ссылкой на источник, знакомый с ситуацией.	Fri, 17 Jun 2022 06:26:07 +0300	['TWTR']
Маск допустил введение в Twitter платы для бизнеса и госаккаунтов	0.14999999999999997	https://www.rbc.ru/politics/26/04/2022/626782549a7947dde96d8865	При этом соцсеть навсегда останется бесплатной для обычных пользователей, заявил бизнесмен	Wed, 04 May 2022 03:25:16 +0300	['TWTR']
Макс не исключил введения в Twitter платы для коммерческих пользователей	0.0	https://www.rbc.ru/business/04/05/2022/6271c77c9a7947d9a9c0b5b0	Twitter может стать платным для коммерческих и государственных пользователей, сообщил американский предприниматель Илон Маск, который близок к завершению сделки по приобретению соцсети.	Wed, 04 May 2022 03:25:16 +0300	['TWTR']
Магнитогорцы не успели за «Трактором» // Клуб из Челябинска сравнял счет в полуфинале Кубка Гагарина	0.1891891891891892	https://www.kommersant.ru/doc/5294156	Второй матч восточного полуфинала play-off КХЛ между «Металлургом» и «Трактором» завершился в пользу челябинского клуба — 6:4. Как и в западном противостоянии СКА и ЦСКА, счет в этой серии стал равным — 1:1.	Wed, 06 Apr 2022 01:30:00 +0300	['MGNT']
Магнит: Операционные результаты (2К22)	0.6000000000000001	https://ru.investing.com/analysis/article-200295231		Jul 28, 2022 15:30 GMT	['MGNT']
Магазины оценили объем запасов техники Apple и Samsung	0.08571428571428569	https://www.rbc.ru/politics/05/03/2022/62229d1e9a794754b9857a99	Запаса продукции техники от брендов, ограничивших свои поставки в Россию, хватит на 2–3 месяца. Для решения проблемы производители пытаются выстроить новые логистические цепочки, а власти планируют разрешить параллельный импорт	Mon, 28 Mar 2022 06:00:41 +0300	['AAPL']
МТС смотрит ivi // Оператор хочет купить еще один видеосервис	0.4883720930232558	https://www.kommersant.ru/doc/5356807	Как стало известно “Ъ”, МТС обсуждает покупку крупнейшего по выручке в РФ онлайн-кинотеатра ivi. Эксперты оценивают его на уровне $1–1,2 млрд. Акционерам ivi сделка может позволить вернуть инвестиции в ситуации, когда не удалось провести запланированное IPO, а МТС — стать активным участником рынка онлайн-кинотеатров. Собственный проект оператора Kion за год работы, по данным аналитиков, так и не занял заметной доли.	Wed, 18 May 2022 19:44:00 +0300	['MTSS']
МТС произвела назначения в топ-менеджменте	0.641025641025641	https://www.finam.ru/analysis/newsitem/mts-proizvela-naznacheniya-v-top-menedzhmente-20220729-103700/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns	"МТС объявляет о новых назначениях в топ-менеджменте. На новую позицию члена правления, вице-президента по цифровым продуктам с 5 сентября назначается Марина Настасенко, переходящая в МТС с должности гендиректора компании ""Салют для бизнеса"" из экосистемы ""Сбербанка"".
Также на новую должность директора по кибербезопасности в июле назначена Евгения Наумова, бывший исполнительный вице-президент по корпоративному бизнесу ""Лаборатории Касперского"".
И вице-президентом по взаимодействию с органами госвласти с 1 августа назначается Андрей Рего, ранее возглавлявший в МТС департамент регуляторной политики и взаимодействия с федеральными органами власти. Прежний вице-президент по взаимодействию с органами госвласти, член правления МТС Руслан Ибрагимов покидает компанию в связи с истечением трудового договора.

"	Fri, 29 Jul 2022 10:37:00 +0300	['MTSS']
МТС провела крупную закупку телеком-оборудования в первом квартале	0.7818181818181817	https://www.rbc.ru/business/04/03/2022/622248779a79473d2f4397b6	МТС почти на 30% увеличила капитальные затраты в первом квартале из-за ускорения закупок телекоммуникационного оборудования	Wed, 18 May 2022 17:46:49 +0300	['MTSS']
МТС провела крупную закупку телеком оборудования в первом квартале	0.7872340425531914	https://www.rbc.ru/business/04/03/2022/622248779a79473d2f4397b6	МТС почти на 30% увеличила капитальные затраты в первом квартале из-за ускорения закупок телекоммуникационного оборудования	Wed, 18 May 2022 17:46:49 +0300	['MTSS']
МТС обслужит по лицу // Оператор запустил свой биометрический сервис	0.7083333333333333	https://www.kommersant.ru/doc/5306266	Клиенты МТС смогут получить услуги в салонах оператора без предъявления паспорта, если сдадут биометрию в систему компании. Оператор рассчитывает, что так сможет удаленно обслуживать клиентов из любой точки мира. Но конкуренты пока не разделяют оптимизм: в «МегаФоне», например, считают услугу не слишком востребованной, а издержки — слишком высокими. В перспективе, чтобы развивать коммерческие биометрические системы, потребуется аккредитация Минцифры, поэтому интерес к технологии дополнительно снизится, считают эксперты.	Thu, 14 Apr 2022 01:25:00 +0300	['MTSS']
МТС купила контроль в провайдере охранных систем «Гольфстрим» за ₽2 млрд	0.631578947368421	https://www.rbc.ru/business/17/03/2022/62336a919a79477d9bd07660	МТС приобрела контроль в компании «Гольфстрим охранные системы», специализирующейся на предоставлении услуг безопасности и «умного дома», говорится в сообщении пресс-службы МТС, поступившем в РБК.	Thu, 14 Apr 2022 20:07:57 +0300	['MTSS']
МТС и «Яндекс» не увидели проблем в работе суперкомпьютеров из-за Nvidia	0.6666666666666667	https://www.rbc.ru/technology_and_media/15/03/2022/622f4e6b9a79477e7f745143	Nvidia перестала продлевать и продавать российским компаниям лицензии на свой софт. «Коммерсантъ» написал, что этот шаг может осложнить работу суперкомпьютеров ряда российских компаний	Fri, 01 Jul 2022 11:06:06 +0300	['MTSS']
МТС запустил продажу б/у смартфонов	0.631578947368421	https://www.rbc.ru/rbcfreenews/6236aa9a9a794767124b235d	Компания МТС начала продавать уцененные и бывшие в употреблении смартфоны, в интернет-магазине появилась соответствующая категория товаров.	Tue, 24 May 2022 10:51:20 +0300	['MTSS']
МИД внес в «стоп-лист» министров США, глав Universal Pictures и Netflix	-0.3170731707317073	https://www.rbc.ru/politics/06/06/2022/629e38819a7947c1ee5be1f8	Россия вводит санкции против еще 61 американских граждан, в их числе главы и руководство Минфина, Минэнергетики, Netflix, Moodie's, NASDAQ и Fitch Group. Всего ограничительные меры Москва ввела против 963 граждан США	Mon, 06 Jun 2022 20:27:11 +0300	['NFLX']
МИД внес в «стоп-лист» министров США и глав Universal Pictures и Netflix	-0.13043478260869562	https://www.rbc.ru/politics/06/06/2022/629e38819a7947c1ee5be1f8	Россия вводит санкции против еще 61 американских граждан, в их числе главы и руководство Минфина, Минэнергетики, Netflix, Moodie's, NASDAQ и Fitch Group. Всего ограничительные меры Москва ввела против 963 граждан США	Mon, 06 Jun 2022 20:27:11 +0300	['NFLX']
Льготам СПИК 1.0 продлевают срок // Регионы смогут рискнуть налогами ради инвесторов	0.34782608695652173	https://www.kommersant.ru/doc/5423868	Власти готовы продлить инвесторам проектов в рамках специнвестконтрактов первого поколения (СПИК 1.0) доступ к налоговым преференциям до окончания их реализации — по действующим условиям пониженные ставки действуют лишь до конца 2025 года. Отчасти это связано с возможностью пролонгации самих контрактов из-за санкций и проблем с реализацией инвестпроектов. Тем не менее полных данных о главном механизме импортозамещения Минпромторга и, соответственно, числе попадающих под поправки контрактов и объеме выпадающих доходов бюджетов в правительстве нет. Эксперты и рынок поправки поддерживают, особенно с учетом антикризисного перезапуска СПИК 1.0, но предостерегают от избыточных надежд на инструмент: во многом он был рассчитан на инвесторов из теперь уже «недружественных» стран.	Thu, 23 Jun 2022 01:14:00 +0300	['PIKK']
Лисин заявил, что расчет в рублях выбросит НЛМК с зарубежных рынков	-0.18181818181818182	https://www.rbc.ru/business/22/03/2022/62387f809a79476b6f1f252c	Перевод платежей за все экспортные товары в рубли может привести к непредсказуемым последствиям, считает миллиардер Владимир Лисин. Идея продавать металл за рубли приведет к тому, что НЛМК «выбросит» с международных рынков	Tue, 05 Apr 2022 10:09:49 +0300	['NLMK']
ЛУКОЙЛ увидел риск остановки НПЗ из-за избытка мазута в хранилищах	-0.5757575757575757	https://www.rbc.ru/business/07/04/2022/624e8f8e9a7947a0242e0527	После введения санкций против России произошло резкое снижение объемов отгрузки мазута «и, как следствие, образование избытка данного топлива в хранилищах», сообщил глава ЛУКОЙЛа Вагит Алекперов в письме вице-премьеру Александру Новавку от 25 марта, пишет «Коммерсантъ».	Thu, 07 Apr 2022 10:30:44 +0300	['LKOH']
ЛУКОЙЛ решил развивать сеть заправок Shell под финским брендом Teboil	0.4883720930232558	https://www.rbc.ru/business/12/05/2022/627ccec39a7947f9820a1bdc	Teboil — нефтяная компания, основанная в Финляндии в 1934 году, которой ЛУКОЙЛ владеет с 2005 года. В Россию она поставляет смазочные материалы. ЛУКОЙЛ выкупил «дочку» Shell и ее АЗС в конце мая	Tue, 07 Jun 2022 11:04:37 +0300	['LKOH']
ЛУКОЙЛ прирастает заправками // Компания вскоре начнет поставку топлива на АЗС Shell	0.6981132075471699	https://www.kommersant.ru/doc/5357503	По данным “Ъ”, ЛУКОЙЛ может начать поставки топлива на заправки Shell, которые он приобретает у британской компании, в конце мая — начале июня. 19 мая ФАС сообщила об одобрении сделки, однако пока заправки не работают: по словам собеседников “Ъ”, деятельность АЗС возобновится только после перехода прав собственности к ЛУКОЙЛу. По мнению экспертов, в условиях снижения спроса на российские нефтепродукты на внешних рынках ЛУКОЙЛ в результате сделки сможет увеличить реализацию своего топлива внутри РФ.	Thu, 19 May 2022 19:15:00 +0300	['LKOH']
ЛУКОЙЛ предложил Новаку способ избежать риска остановки НПЗ	-0.023255813953488413	https://www.rbc.ru/economics/06/04/2022/624d61559a79473ba12cc589	В компании поясняют, что из-за сокращения объемов отгрузки мазута после введения санкций образовался избыток топлива в хранилищах. ЛУКОЙЛ предлагает перенаправить мазут в качестве топлива на ТЭЦ	Thu, 07 Apr 2022 10:30:44 +0300	['LKOH']
ЛУКОЙЛ определился с врио президента вместо Алекперова	0.3191489361702127	https://www.rbc.ru/business/06/03/2022/622439c89a79474fb9bf0893	И.о. главы ЛУКОЙЛа назначен первый исполнительный вице-президент Вадим Воробьев, который работает в компании больше 20 лет. Основатель и крупнейший совладелец ЛУКОЙЛа Вагит Алекперов ушел в отставку на фоне санкций Великобритании	Thu, 21 Apr 2022 16:57:40 +0300	['LKOH']
ЛУКОЙЛ купит у Shell «дочку» и сеть АЗС в России	0.4285714285714286	https://www.rbc.ru/business/12/05/2022/627ccec39a7947f9820a1bdc	Российский ЛУКОЙЛ договорился о покупке у британско-голландской Shell дочерней компании в России, которая владеет сетью АЗС и заводом смазочных материалов.	Thu, 12 May 2022 12:14:27 +0300	['LKOH']
ЛУКОЙЛ закрыл сделку по покупке «дочки» Shell	0.09677419354838707	https://www.rbc.ru/business/16/05/2022/6282433e9a79470b9c70a35c	ЛУКОЙЛ закрыл сделку по покупке активов дочерней компании британско-голландской Shell «Шелл Нефть», российской компании достались сеть АЗС и завод по производству смазочных материалов в Тверской области.	Wed, 25 May 2022 13:30:08 +0300	['LKOH']
ЛУКОЙЛ ждет смену // Основатель компании Вагит Алекперов покинул пост	-0.09090909090909088	https://www.kommersant.ru/doc/5318377	Основатель и крупнейший акционер ЛУКОЙЛа Вагит Алекперов, возглавлявший компанию почти 30 лет, покидает пост из-за введенных против него санкций Великобритании. При этом ЛУКОЙЛ стал одной из немногих крупных российских компаний, чей совет директоров открыто выступил против военных действий на Украине. После ухода господина Алекперова пост главы компании, вероятно, в качестве временно исполняющего обязанности займет первый вице-президент Вадим Воробьев.	Thu, 21 Apr 2022 19:22:00 +0300	['LKOH']
Кремль назвал неприемлемой идею о национализации «дочек» «Газпрома»	-0.09090909090909088	https://www.rbc.ru/politics/01/04/2022/6246c96d9a79474e32e0a71f	Даже проработка вопроса о национализации дочерних предприятий «Газпрома» или «Роснефти» является неприемлемой, заявил журналистам пресс-секретарь президента России Дмитрий Песков, передает корреспондент РБК.	Fri, 01 Apr 2022 12:50:28 +0300	['GAZP']
Компания Hershey предупредила о дефиците шоколада и конфет на Хэллоуин	-0.4838709677419355	https://www.rbc.ru/business/30/11/2021/61a60a579a7947f7851333a7	Американская кондитерская компания Hershey предупредила о возможном дефиците шоколадной продукции из-за глобального кризиса цепочек поставок.	Sat, 30 Jul 2022 07:16:46 +0300	['HSY']
Квартальная прибыль Apple упала почти на 12%	-0.8461538461538463	https://www.rbc.ru/rbcfreenews/62c462dc9a7947880dc08271	Apple сообщила о рекордной квартальной выручке в размере $83 млрд	Fri, 29 Jul 2022 09:45:37 +0300	['AAPL']
Карты позвали к телефону // Банк России ищет замену ApplePay и GooglePay	0.31034482758620685	https://www.kommersant.ru/doc/5413583	ЦБ прорабатывает возможность создания универсального платежного приложения для смартфона, к которому можно было бы привязать выпущенные российскими банками карты международных платежных систем. Один из вариантов — доработка «СБПэй», который сейчас внедряется банками. Однако есть риск, что в результате этот платежный сервис, который остается единственным в России, действующим на смартфонах Apple, тоже будет заблокирован.	Thu, 16 Jun 2022 22:53:00 +0300	['AAPL']
Канцлер Австрии предупредил Путина о риске потери «Газпромом» ПХГ	-0.7931034482758621	https://www.rbc.ru/politics/24/05/2022/628631369a7947e04a8a666d	Путин счел, что в обмене военнопленными с Украиной должен быть задействован Красный Крест, рассказал канцлер Австрии Нехаммер. Президент России также пообещал исполнить обязательства по поставкам газа, добавил он	Fri, 27 May 2022 18:36:15 +0300	['GAZP']
Канада решила не нагнетать // «Газпром» снизил поставки в Европу из-за неисправного оборудования	-0.125	https://www.kommersant.ru/doc/5410206	Прокачка газа по «Северному потоку» из России в Германию снизится на 40%, до 100 млн кубометров в сутки, из-за задержки с возвратом компанией Siemens Energy газоперекачивающих агрегатов (ГПА) из ремонта. По данным “Ъ”, один ГПА сейчас находится в Канаде, отказывающейся возвращать его в Россию из-за санкций в отношении «Газпрома». Кроме того, Оттава расценивает его как товар двойного назначения. На фоне этих новостей цены на газ в Европе снова пошли вверх.	Tue, 14 Jun 2022 19:11:00 +0300	['GAZP']
Канада пригрела «Газпром» // Страна временно вывела из-под санкций агрегаты для «Северного потока»	0.5	https://www.kommersant.ru/doc/5459517	Канада до конца 2024 года освободила все оборудование «Газпрома» от действия санкций, введенных против компании после начала военных действий на Украине. По данным “Ъ”, страна предоставила Siemens Energy временную лицензию для ремонта, обслуживания и транспортировки газоперекачивающего оборудования для «Северного потока». Первая готовая машина еще находится в Канаде и будет отправлена в Россию через Германию 15 июля. Еще два агрегата могут отправиться в Канаду на ремонт в ближайшее время. Однако сам «Газпром» заявляет, что не уверен в том, что получит турбины и, соответственно, сможет полностью восстановить прокачку по «Северному потоку».	Wed, 13 Jul 2022 15:54:00 +0300	['GAZP']
Канада перекрыла «Северный поток» // «Газпром» снизил поставки в Европу из-за неисправного оборудования	-0.6799999999999999	https://www.kommersant.ru/doc/5410206	Прокачка газа по «Северному потоку» из России в Германию снизится на 40%, до 100 млн кубометров в сутки, из-за задержки с возвратом компанией Siemens Energy газоперекачивающих агрегатов (ГПА) из ремонта. По данным “Ъ”, один ГПА сейчас находится в Канаде, отказывающейся возвращать его в Россию из-за санкций в отношении «Газпрома». Кроме того, Оттава расценивает его как товар двойного назначения. На фоне этих новостей цены на газ в Европе снова пошли вверх.	Tue, 14 Jun 2022 19:11:00 +0300	['GAZP']
Как эксперты восприняли намерение Илона Маска купить Twitter	0.06666666666666665	https://www.rbc.ru/business/13/04/2022/62565d4a9a79470b7edd78c7	Самый богатый человек мира Илон Маск намерен купить всю компанию Twitter Inc. Российские инвесторы могут попробовать заработать на сделке, хотя иностранные эксперты сомневаются в серьезности намерений основателя Tesla и SpaceX	Fri, 15 Apr 2022 08:30:21 +0300	['TWTR']
Как БАМ такая концессия // Газпромбанк и «БТС-Мост» хотят взять на себя расширение Восточного полигона	0.6216216216216217	https://www.kommersant.ru/doc/5380927	Крупнейший инфраструктурный проект России — модернизация БАМа и Транссиба — предложено передать в концессию. По данным “Ъ”, с такой идеей к Владимиру Путину обратились Газпромбанк и «БТС-Мост» Руслана Байсарова. В рамках проекта предлагается построить несколько тоннелей и сооружений и достичь к 2035 году провозной способности в 260–280 млн тонн, что больше, чем ОАО РЖД закладывало в варианты третьего этапа модернизации Восточного полигона. Концессионер готов вложить 1,5 трлн руб., общая стоимость проекта неизвестна. По мнению экспертов, столь масштабную концессию вряд ли одобрят, но частный капитал будет все активнее стремиться участвовать в расширении восточных коридоров.	Wed, 01 Jun 2022 01:06:00 +0300	['GAZP']
Истина в руде // «Роснефть» предложила ввести потолок цены на металл для внутреннего рынка	0.0625	https://www.kommersant.ru/doc/5354708	Как выяснил “Ъ”, правительство рассматривает инициативы «Роснефти» по стабилизации цен на металл на внутреннем рынке. Компания столкнулась с повышением цен со стороны российских поставщиков спецтехники, который те объясняют подорожанием металла. «Роснефть» предлагает ввести норматив по обязательным поставкам металлопродукции на внутренний рынок и потолок роста цены в 4% в год, а также экспортные пошлины на металл и железную руду. Источники “Ъ” среди металлургов считают идеи «Роснефти» трудноосуществимыми и ненужными в ситуации, когда внутренний рынок профицитен.	Mon, 16 May 2022 00:48:00 +0300	['ROSN']
Инвесторы выбирают реальный сектор // МТС-банк перенес размещение бондов	-0.11764705882352944	https://www.kommersant.ru/doc/5468978	Возросшая активность инвесторов на долговом рынке коснулась не всех эмитентов. Так, МТС-банк отложил размещение нового выпуска облигаций. В самом банке объяснили решение «рыночный конъюнктурой», участники рынка говорят о низкой ставке и ограниченных лимитах на эмитента. Аналитики поясняют, что интерес инвесторов смещен в сторону реального сектора, компании которого при размещении облигаций дают премию по доходности.	Sun, 17 Jul 2022 22:12:00 +0300	['MTSS']
